ID,table_ID,Title,Price,Miles
966,b952,2020 Audi A5 2.0T Premium,36500,28999
967,b953,2022 Toyota Tacoma TRD Sport,42000,11750
968,b1357,2023 Chevrolet Silverado 1500 LT,40170,1822
969,b956,2021 Toyota 4Runner TRD Pro,56594,19142
970,b957,2020 Hyundai Sonata SEL Plus,23944,22395
971,b959,2010 Subaru Forester 2.5XT Limited,3995,202541
972,b960,2015 Chrysler Town & Country Touring,11995,119603
973,b961,2013 Toyota Sienna XLE,16995,105839
974,b962,2022 Chevrolet Malibu LT,20609,45746
975,b964,2022 Chrysler Pacifica Touring-L,28997,47928
976,b966,2021 Ford Explorer Limited,32295,61462
977,b967,2019 Ford Edge ST,32997,39935
978,b969,2019 Audi Q5 Prestige,37598,13103
979,b971,2018 Ford F150 Limited,40996,70352
980,b972,2022 Audi A5 2.0T Prestige,49492,17203
981,b1581,2019 Ford F350 Lariat,66991,31350
982,b975,2015 Hyundai Santa Fe Sport,14125,94991
983,b977,2018 Toyota Highlander XLE,31159,74063
984,b978,2019 Honda HR-V LX,20595,51890
985,b981,2021 Chevrolet Trax LT,23990,11882
986,b986,2021 Jeep Cherokee Trailhawk,29615,26575
987,b988,2019 Chevrolet Silverado 1500 Custom,32595,53059
988,b989,2023 Chevrolet Equinox RS,33995,1552
989,b993,2021 Chevrolet Silverado 1500 LTZ,46795,21251
990,b994,2021 Jeep Grand Cherokee Summit,46995,15097
991,b996,2021 Chevrolet Silverado 1500 LT Trail Boss,49995,28382
992,b1296,2022 Chevrolet Silverado 1500 LTZ,48988,5784
993,b1299,2022 Chevrolet Silverado 1500 RST,53895,5584
994,b999,2022 Chevrolet Silverado 1500 High Country,60795,7755
995,b1001,2020 Mercedes-Benz C 63 AMG S,70985,10690
996,b1002,2011 MAZDA CX-9 Touring,5500,117478
997,b1608,2020 BMW 330i Sedan,29498,20339
998,b1005,2019 Chevrolet Silverado 1500 High Country,42594,27965
999,b1253,2020 Hyundai Santa Fe SE,20999,23725
1000,b1457,2020 Mercedes-Benz C 300 Sedan,32908,34491
1001,b1009,2020 Mercedes-Benz C 300 Coupe,41852,6074
1002,b1010,2019 Mercedes-Benz E 450 4MATIC Coupe,44889,25708
1003,b1012,2019 Buick Encore Preferred,19500,8549
1004,b1014,2020 MAZDA CX-9 Touring,26000,23957
1005,b1017,2021 GMC Terrain SLT,28100,9939
1006,b1018,2019 GMC Canyon 2WD Crew Cab,29000,18338
1007,b1019,2020 Cadillac CT5 Premium Luxury,32000,29944
1008,b1021,2022 GMC Canyon Denali,38700,5000
1009,b1022,2020 Chevrolet Tahoe LS,40500,18413
1010,b1023,2022 Mercedes-Benz GLE 350 4MATIC,58900,6735
1011,b1024,2021 Mercedes-Benz GLE 580 4MATIC,66300,19613
1012,b1025,2021 GMC Yukon Denali,70500,16444
1013,b1026,2020 MINI Cooper Countryman S,26691,28692
1014,b1027,2020 Acura RDX FWD,29747,29991
1015,b1028,2020 BMW M235i xDrive,37375,17511
1016,b1029,2020 Jaguar I-PACE S,39825,24596
1017,b1030,2021 Audi e-tron Prestige,55402,9799
1018,b1471,2021 Audi Q8 Premium Plus,58523,24570
1019,b1032,2016 Ford Escape SE,13292,58401
1020,b1033,2014 Cadillac XTS Luxury,18991,27518
1021,b1034,2015 Cadillac SRX Performance,19492,34293
1022,b1035,2015 Honda CR-V Touring,20492,45341
1023,b1396,2016 Lexus NX 200t F Sport,24495,40272
1024,b1573,2017 Lexus RX 350 FWD,29899,51039
1025,b1040,2021 Cadillac XT5 Premium Luxury,34295,8317
1026,b1041,2020 Cadillac XT5 Sportv,37494,13730
1027,b1042,2022 Hyundai Elantra SEL,20599,7064
1028,b1043,2020 Hyundai Santa Fe Limited,27899,13369
1029,b1045,2022 Volvo XC60 B6 Inscription,46875,4622
1030,b1326,2020 Jeep Grand Cherokee Altitude,31825,27679
1031,b1047,2022 Ford Explorer XLT,31994,4382
1032,b1048,2018 Mercedes-Benz GLC 43 AMG 4MATIC,39000,44599
1033,b1050,2022 Toyota RAV4 XLE,35796,3189
1034,b1051,2021 Honda CR-V Special Edition,28900,18425
1035,b1054,2022 Hyundai Ioniq 5 SEL,36029,11790
1036,b1638,2021 Genesis GV80 2.5T,44991,27320
1037,b1056,2022 Genesis GV70 3.5T Sport,50336,10052
1038,b1057,2023 BMW X5 M50i,85555,6688
1039,b1273,2021 Cadillac XT5 Luxury,31996,9715
1040,b1059,2018 Honda CR-V EX,22535,40109
1041,b1060,2017 Honda Accord LX,16788,50936
1042,b1061,2019 Nissan Rogue S,17591,37869
1043,b1062,2019 Volkswagen Passat 2.0T SE R-Line,21162,17003
1044,b1063,2021 Kia Telluride EX,41037,8400
1045,b1065,2022 Dodge Challenger R/T Scat Pack,56978,4660
1046,b1145,2020 BMW X4 M,61190,28045
1047,b1068,2016 Chevrolet Corvette Z06,59995,53704
1048,b1069,2019 Lexus RC 350,34995,19926
1049,b1070,2018 Land Rover Range Rover Supercharged,53995,45205
1050,b1071,2021 Chevrolet Camaro LT,27991,19015
1051,b1072,2020 RAM 3500 Big Horn,62995,26395
1052,b1233,2021 Audi Q3 2.0T Premium,30900,11041
1053,b1075,2021 Audi SQ5 Premium Plus,45900,14443
1054,b1076,2018 RAM 1500 Tradesman,20998,49087
1055,b1077,2018 Nissan Rogue Sport SV,20591,26536
1056,b1078,2023 Nissan Altima 2.5 SV,24991,6965
1057,b1079,2021 Nissan Leaf SV,18895,10624
1058,b1080,2016 BMW 428i xDrive Convertible,24595,54632
1059,b1082,2015 Chevrolet Silverado 1500 High Country,30295,61698
1060,b1287,2022 Chevrolet Silverado 1500 Custom,35780,4843
1061,b1358,2020 Jaguar F-PACE S,40915,27480
1062,b1086,2020 Mercedes-Benz E 450 Cabriolet,53393,26502
1063,b1087,2022 Mercedes-Benz C 300 Coupe,53800,5637
1064,b1540,2020 Mercedes-Benz S 560 Sedan,67850,27902
1065,b1089,2022 Mercedes-Benz E 450 Cabriolet,77985,10958
1066,b1523,2020 Audi Q3 2.0T Premium,29087,22472
1067,b1430,2020 Cadillac XT5 Luxury,31000,18722
1068,b1094,2023 Cadillac XT5 Premium Luxury,47000,3271
1069,b1095,2020 BMW 740i,49000,23605
1070,b1096,2017 Mercedes-Benz C 300 Sedan,19500,64354
1071,b1098,2022 GMC Terrain SLE,25900,10082
1072,b1099,2021 MAZDA CX-5 Grand Touring,26400,24201
1073,b1101,2021 GMC Acadia SLE,27600,29492
1074,b1102,2021 Buick Envision Preferred,27600,23995
1075,b1104,2019 Buick Enclave Essence,29500,13467
1076,b1105,2021 GMC Canyon Elevation Standard,29900,17766
1077,b1106,2021 Buick Envision Essence,30000,18837
1078,b1107,2021 Buick Enclave Essence,32500,18000
1079,b1576,2021 Chevrolet Silverado 1500 Custom,31399,22245
1080,b1110,2020 Dodge Charger R/T,34000,17327
1081,b1111,2023 Ford Ranger XLT,34700,7507
1082,b1112,2020 Dodge Challenger R/T Scat Pack,46500,29577
1083,b1599,2020 GMC Sierra 1500 Denali,48990,23225
1084,b1114,2023 Chevrolet Silverado 1500 High Country,59000,7595
1085,b1116,2022 Mercedes-Benz GLS 450 4MATIC,74100,12459
1086,b1117,2018 BMW 320i Sedan,19924,35258
1087,b1485,2021 MINI Cooper S,32871,10726
1088,b1153,2020 BMW X2 sDrive28i,29491,18657
1089,b1127,2021 BMW X2 sDrive28i,32394,17934
1090,b1289,2019 Audi e-tron Premium Plus,37889,20877
1091,b1135,2020 Lexus RC 300 F Sport,40553,15854
1092,b1136,2023 Chevrolet Silverado 1500 Custom,42749,6810
1093,b1137,2022 Volvo XC60 B5 Inscription,42943,5033
1094,b1138,2022 Lexus NX 350 F Sport,44594,5419
1095,b1139,2020 Audi SQ5 Prestige,45621,21143
1096,b1140,2018 Porsche Macan GTS,51084,32844
1097,b1141,2019 Mercedes-Benz E 53 AMG 4MATIC Sedan,52276,26282
1098,b1142,2020 BMW M550i xDrive,55913,26056
1099,b1143,2020 BMW 840i xDrive,60435,20940
1100,b1144,2023 BMW X5 sDrive40i,60516,8307
1101,b1146,2020 BMW X7 M50i,72323,20044
1102,b1147,2022 Chevrolet Corvette Stingray Preferred Cpe,82420,10970
1103,b1148,2016 Lexus IS 300 AWD,20993,81036
1104,b1150,2021 Buick Encore GX Select,23791,8826
1105,b1151,2018 Mercedes-Benz GLC 300,25495,46176
1106,b1152,2018 Cadillac XT5 Premium Luxury,25691,49795
1107,b1461,2020 BMW X3 sDrive30i,36761,15199
1108,b1156,2022 Cadillac XT4 Luxury,33911,9564
1109,b1556,2020 Lexus ES 350,33599,24644
1110,b1158,2021 Lexus ES 350,35191,14516
1111,b1159,2015 Toyota Corolla LE,10899,79625
1112,b1160,2017 Kia Sportage EX,17899,49260
1113,b1249,2020 Hyundai Elantra Value Edition,17699,24065
1114,b1162,2019 Volkswagen Atlas SE,26899,30746
1115,b1163,2017 Ford Escape SE,13998,50095
1116,b1238,2020 Nissan Kicks SR,20490,28727
1117,b1487,2023 Cadillac XT4 Premium Luxury,43891,2665
1118,b1544,2021 Toyota Corolla LE,19999,8895
1119,b1602,2020 Toyota Corolla LE,17498,41437
1120,b1174,2017 Mercedes-Benz E 300,25399,36532
1121,b1177,2021 Toyota Venza LE,30989,9441
1122,b1178,2019 RAM 1500 Laramie Longhorn,45998,31517
1123,b1179,2020 Ford Ranger XL,25991,41513
1124,b1181,2020 Lexus UX 200 F Sport,29889,27552
1125,b1183,2021 Chevrolet Equinox LS,17995,19639
1126,b1184,2016 Maserati Ghibli S Q4,18377,63250
1127,b1185,2016 BMW X4 xDrive28i,19850,57240
1128,b1186,2015 Ford Mustang Convertible,18490,62380
1129,b1187,2020 Buick Encore Preferred,19990,7697
1130,b1189,2022 Buick Encore Preferred,23990,6401
1131,b1190,2018 Audi A4 2.0T Premium Plus,24990,46461
1132,b1192,2019 FIAT 500 Pop,15998,25271
1133,b1391,2019 Jeep Compass Latitude,21195,32632
1134,b1194,2022 Kia Soul Turbo,23998,3650
1135,b1195,2016 Dodge Challenger R/T Plus,23998,57155
1136,b1196,2017 BMW X5 xDrive35i,25998,58253
1137,b1198,2022 Land Rover Range Rover Velar R-Dynamic S,54998,9196
1138,b1201,2020 Volvo XC60 T5 Momentum,32490,18138
1139,b1236,2019 Chevrolet Equinox LS,17490,48780
1140,b1203,2023 GMC Sierra 1500 AT4,68991,5487
1141,b1204,2020 MAZDA CX-30 FWD,20090,14125
1142,b1205,2021 MAZDA MAZDA3 s,23000,5622
1143,b1353,2022 Volkswagen Taos SE,25990,5575
1144,b1209,2019 Audi A4 2.0T Premium,26945,13734
1145,b1215,2021 GMC Terrain SLE,23490,18427
1146,b1681,2022 Honda HR-V LX,22900,14120
1147,b1230,2021 MAZDA CX-9 Touring,28490,19817
1148,b1234,2012 Nissan Altima 2.5 SL,4990,98272
1149,b1235,2015 Chevrolet Silverado 1500 LT,14490,104141
1150,b1237,2019 Toyota Corolla LE,18490,26576
1151,b1239,2016 RAM 1500 Express,22990,51046
1152,b1240,2018 Chevrolet Traverse Premier,28990,42735
1153,b1244,2022 Chevrolet Suburban LT,66990,8917
1154,b1245,2015 Audi Q5 2.0T Premium,15000,77901
1155,b1246,2020 Kia Forte LXS,18000,8050
1156,b1247,2018 Hyundai Elantra SEL,14709,43260
1157,b1248,2018 Hyundai Sonata SE,17299,17512
1158,b1250,2020 Hyundai Sonata SE,20299,15160
1159,b1251,2021 Hyundai Sonata SEL,20899,14515
1160,b1324,2020 Honda HR-V Sport,22995,26578
1161,b1259,2020 Subaru Outback Premium,25399,19351
1162,b1260,2021 Hyundai Santa Fe SEL,25799,17299
1163,b1262,2021 Genesis G70 2.0T,30402,15969
1164,b1264,2023 Hyundai Tucson Limited,33799,8561
1165,b1265,2021 Cadillac CT4 Sport,35899,14812
1166,b1266,2023 Hyundai Santa Fe Calligraphy,37299,4365
1167,b1267,2023 Genesis G70 2.0T,39099,7014
1168,b1268,2022 Chrysler Pacifica Limited,40899,7274
1169,b1269,2019 BMW 540i,34989,37454
1170,b1463,2021 BMW X3 sDrive30i,39998,18801
1171,b1465,2020 BMW X4 xDrive30i,43327,30940
1172,b1274,2021 Cadillac CT5 Luxury,32495,17850
1173,b1486,2020 Cadillac XT6 Premium Luxury,35375,36473
1174,b1276,2022 Cadillac CT5 Sport,44993,2620
1175,b1277,2021 INFINITI QX50 Sensory,32994,18933
1176,b1278,2020 Nissan Pathfinder S,23435,27133
1177,b1280,2017 Kia Cadenza Premium,15148,68625
1178,b1282,2019 Chevrolet Colorado W/T,24877,16263
1179,b1284,2019 Mercedes-Benz C 300 Sedan,29683,22942
1180,b1286,2021 Lexus NX 300 F Sport,33798,22496
1181,b1538,2020 Lexus ES 350 F Sport,35990,15563
1182,b1291,2021 INFINITI Q50 Red Sport 400,39592,15830
1183,b1294,2020 Chevrolet Silverado 1500 LTZ,44781,27512
1184,b1295,"2022 Mercedes-Benz Sprinter 144"" Cargo",48470,12100
1185,b1298,2021 Chevrolet Silverado 1500 High Country,51321,7969
1186,b1453,2020 Audi A3 2.0T,26390,22900
1187,b1303,2023 Chevrolet Silverado 1500 RST,52607,1314
1188,b1308,2020 Porsche Macan Turbo,67900,19723
1189,b1309,2019 Mercedes-Benz S 560 4MATIC Coupe,69991,30219
1190,b1310,2017 Honda Civic LX,16490,39041
1191,b1311,2020 Kia Optima S,19990,23175
1192,b1312,2018 Chevrolet Camaro LT,22490,39477
1193,b1316,2021 Chevrolet Traverse LS,28490,18251
1194,b1420,2022 Volkswagen Tiguan SE,28995,5055
1195,b1318,2017 Hyundai Elantra Value Edition,16591,42206
1196,b1320,2021 Nissan Rogue Sport S,20995,15939
1197,b1325,2023 Nissan Rogue SV,28495,6842
1198,b1327,2015 GMC Sierra 1500 SLT,31995,62011
1199,b1329,2021 Ford Bronco Black Diamond,40991,12976
1200,b1330,2017 Buick Envision Essence,16799,43483
1201,b1331,2021 Buick Encore GX Preferred,18998,18659
1202,b1445,2020 Buick Enclave Essence,27200,36920
1203,b1335,2018 BMW 650i,37998,35654
1204,b1337,2016 Dodge Durango R/T,22491,83285
1205,b1339,2019 INFINITI Q50 Pure,26790,6869
1206,b1340,2020 Subaru WRX Premium,28320,23685
1207,b1342,2021 Chevrolet Blazer RS,32310,10148
1208,b1343,2020 Lexus RX 350 FWD,37990,27833
1209,b1344,2023 Buick Enclave Essence,38690,408
1210,b1345,2021 Buick Encore Preferred,21595,9356
1211,b1347,2020 Lincoln Aviator Reserve,42995,23608
1212,b1348,2022 Dodge Durango GT,39999,7578
1213,b1349,2019 RAM 3500 Limited,78500,22386
1214,b1359,2019 Volkswagen Jetta S,17499,16251
1215,b1351,2020 Volkswagen Passat 2.0T S,18599,28894
1216,b1352,2021 Volkswagen Jetta SE,21990,16135
1217,b1355,2019 Jaguar F-PACE Prestige,31545,33262
1218,b1356,2020 Jaguar E-PACE Checkered Flag,33127,18859
1219,b1360,2020 Audi A6 2.0T Premium,35900,25485
1220,b1361,2015 Chrysler 200 C,13498,56819
1221,b1362,2017 Chevrolet Malibu Hybrid,15498,53020
1222,b1363,2015 Cadillac XTS Luxury,15798,74649
1223,b1601,2016 Kia Optima SX,17498,58245
1224,b1365,2016 Mercedes-Benz C 300 Sedan,17798,70233
1225,b1366,2015 Jaguar XJ L Portfolio,18498,70964
1226,b1367,2017 MAZDA CX-3 Grand Touring,18998,39510
1227,b1368,2017 Chrysler 300 S,19998,63839
1228,b1370,2016 Mercedes-Benz GLE 350,21998,65874
1229,b1372,2016 BMW X6 xDrive35i,26998,77642
1230,b1609,2020 BMW 530e,31998,30363
1231,b1374,2020 Mercedes-Benz S 560 4MATIC Sedan,65217,25192
1232,b1379,2016 Ford F150 XLT,28602,29969
1233,b1381,2021 Lexus RC 300,37991,16619
1234,b1382,2020 Land Rover Range Rover Velar R-Dynamic S,42991,21415
1235,b1383,2018 Ford Expedition Platinum,45691,43257
1236,b1384,2022 Ford Bronco 4-Door,52391,6001
1237,b1385,2009 INFINITI G37 Journey,5095,191767
1238,b1386,2016 Dodge Grand Caravan R/T,16495,51422
1239,b1387,2014 BMW 428i Coupe,17195,69466
1240,b1390,2015 Mercedes-Benz E 400 Coupe,20995,67044
1241,b1392,2017 Cadillac XT5 FWD,22295,48665
1242,b1393,2014 Cadillac Escalade Premium,22695,113187
1243,b1395,2017 Dodge Durango SXT,23595,53975
1244,b1398,2019 Alfa Romeo Giulia,25095,43496
1245,b1400,2019 Jeep Grand Cherokee Laredo,26895,34379
1246,b1402,2019 Honda Civic Si,26995,26542
1247,b1592,2018 BMW 430i,18500,55321
1248,b1404,2020 Honda Odyssey LX,28095,27905
1249,b1405,2019 Toyota RAV4 XLE Premium,28095,37231
1250,b1406,2018 BMW 430i Convertible,28495,40227
1251,b1407,2019 Dodge Durango GT,28595,54293
1252,b1408,2019 Alfa Romeo Stelvio Ti,31295,24980
1253,b1409,2020 Lexus NX 300 F Sport,33695,25375
1254,b1410,2020 Volvo XC90 T5 Momentum,37295,23120
1255,b1412,2020 Tesla Model Y Performance,41295,40835
1256,b1414,2015 Chevrolet Corvette Stingray Coupe,46995,21964
1257,b1415,2020 Freightliner Sprinter 2500,47495,24399
1258,b1416,2019 Ford Expedition Max Limited,48195,33525
1259,b1417,2020 GMC Sierra 1500 AT4,53495,17178
1260,b1418,2019 Ford Fiesta SE,14991,13435
1261,b1422,2015 Honda Civic EX-L,14321,68150
1262,b1423,2022 MAZDA CX-9 Touring Plus,32881,9948
1263,b1424,2019 Ford F150 Raptor,58695,36981
1264,b1425,2020 Nissan Altima 2.5 SR,21995,24451
1265,b1428,2019 Alfa Romeo Stelvio Ti Sport,27000,44134
1266,b1431,2020 Cadillac XT4 Sport,31300,19657
1267,b1432,2020 BMW 430i,31500,28474
1268,b1435,2022 Cadillac CT4 Luxury,34000,2933
1269,b1434,2021 Mercedes-Benz GLA 250,32500,28261
1270,b1436,2021 Mercedes-Benz GLC 300,37500,19344
1271,b1437,2022 Cadillac CT5 Luxury,37500,3838
1272,b1438,2022 Cadillac XT5 Premium Luxury,44500,2506
1273,b1439,2020 GMC Sierra 2500 Denali,67000,32971
1274,b1440,2018 Lexus LC 500 Coupe,67500,30482
1275,b1441,2023 Audi Q5 2.0T Premium,41900,6815
1276,b1442,2014 Hyundai Tucson GLS,10500,72105
1277,b1443,2019 Honda Passport Sport,25000,46003
1278,b1444,2022 Chevrolet Equinox LT,25100,5715
1279,b1447,2020 Toyota 4Runner Nightshade,41400,40228
1280,b1448,2020 BMW X3 M40i,43000,42343
1281,b1449,2019 MINI Cooper 2-Door Hardtop,17498,41556
1282,b1450,2019 MINI Cooper 4-Door Hardtop,18794,42738
1283,b1451,2020 MINI Cooper 2-Door Hardtop,21264,30761
1284,b1570,2022 Hyundai Santa Fe SEL,25999,6037
1285,b1456,2018 Audi SQ5 Prestige,32706,53089
1286,b1460,2021 BMW 330i Sedan,36482,8410
1287,b1635,2021 Lexus ES 350 F Sport,35995,19944
1288,b1464,2019 Jeep Wrangler Rubicon,40099,38702
1289,b1466,2019 Land Rover Range Rover Evoque HSE Dynamic,45461,42947
1290,b1467,2019 GMC Sierra 1500 Denali,49227,58794
1291,b1468,2020 Mercedes-Benz GLC 43 AMG 4MATIC,51395,34542
1292,b1469,2019 Mercedes-Benz GLS 550 4MATIC,55773,35815
1293,b1470,2020 BMW X6 sDrive40i,57862,27819
1294,b1473,2020 Porsche Cayenne S,76544,25429
1295,b1474,2017 Mercedes-Benz S 63 AMG 4MATIC Cabriolet,79999,34210
1296,b1475,2022 Ford F250 Lariat,80611,7320
1297,b1476,2021 Porsche Cayenne E-Hybrid,81551,19778
1298,b1478,2020 Land Rover Range Rover Long Wheelbase HSE,87031,14409
1299,b1479,2022 Porsche Taycan 4S,109998,4844
1300,b1480,2023 BMW M8 Convertible,129999,4238
1301,b1481,2022 Porsche 911 Carrera GTS,188429,1424
1302,b1482,2023 Land Rover Range Rover Long Wheelbase Autobiography,208697,1642
1303,b1483,2018 BMW X3 xDrive30i,23694,66912
1304,b1484,2020 Mercedes-Benz GLA 250,29846,17428
1305,b1488,2016 FIAT 500X Easy,8199,72427
1306,b1489,2016 BMW 328i Sedan,11599,79563
1307,b1490,2016 Kia Sedona LX,11899,80605
1308,b1491,2017 BMW i3,17899,43824
1309,b1492,2018 Mercedes-Benz C 300 Coupe,19899,68701
1310,b1493,2016 Hyundai Genesis 3.8,20494,62563
1311,b1494,2020 Dodge Charger SXT,27589,23202
1312,b1496,2018 Porsche Macan Sport Edition,37068,40491
1313,b1497,2015 Hyundai Veloster Turbo,12998,56912
1314,b1498,2017 Nissan Rogue S,13798,63885
1315,b1499,2017 Kia Sorento LX,14498,52536
1316,b1500,2017 Nissan Maxima 3.5 SL,15998,49575
1317,b1501,2015 Chevrolet Camaro LS,15998,35878
1318,b1502,2016 Toyota RAV4 LE,17498,64032
1319,b1503,2021 Nissan Sentra SR,18498,23601
1320,b1505,2018 Chrysler Pacifica Touring-L,20998,47698
1321,b1506,2020 RAM ProMaster City Tradesman,23198,19702
1322,b1507,2019 Ford F150 XL,23998,59078
1323,b1508,2022 Nissan Murano S,25998,2802
1324,b1510,2021 Nissan Titan S,29998,23985
1325,b1511,2022 Nissan Rogue SL,30998,6791
1326,b1512,2023 Hyundai Santa Cruz SEL Premium,32998,1685
1327,b1513,2018 Buick Enclave Premium,24990,41541
1328,b1515,2009 Honda CR-V EX-L,11676,71513
1329,b1516,2020 Hyundai Kona SEL,18732,23177
1330,b1521,2020 Honda CR-V Touring,27365,24318
1331,b1522,2020 Honda Pilot EX,27663,14906
1332,b1524,2021 Honda Pilot EX,29311,19874
1333,b1525,2019 Honda Ridgeline RTL,29834,25592
1334,b1526,2020 Honda Pilot Touring,30289,29079
1335,b1527,2021 Honda Passport EX-L,31579,14709
1336,b1537,2020 Toyota Tacoma SR5,32990,32936
1337,b1539,2021 Dodge Charger GT,29490,18650
1338,b1547,2022 Toyota Corolla LE,21999,9532
1339,b1552,2019 Toyota Camry XSE,25976,30865
1340,b1553,2022 Dodge Charger SXT,27599,546
1341,b1554,2019 Honda Pilot Touring,30999,26392
1342,b1587,2023 Toyota Highlander XLE,41900,6221
1343,b1558,2022 Toyota Tacoma Limited,43199,5519
1344,b1559,2023 Toyota Tundra 1794 Edition,65898,3025
1345,b1560,2018 Ford EcoSport SE,16990,26175
1346,b1562,2019 Mercedes-Benz GLA 250,24990,33775
1347,b1563,2018 Mercedes-Benz GLE 43 AMG 4MATIC,39990,40313
1348,b1564,2020 Cadillac Escalade ESV Premium Luxury,63954,24903
1349,b1566,2017 Audi A4 2.0T Premium Plus,22991,30992
1350,b1578,2022 Ford F150 XL,37573,6876
1351,b1579,2021 Ford Bronco Big Bend,41699,17704
1352,b1582,2023 Chevrolet Tahoe High Country,78991,2193
1353,b1584,2019 Dodge Charger GT,27900,32590
1354,b1585,2021 Dodge Durango GT,36600,22865
1355,b1586,2019 Maserati Ghibli S Q4,39500,13397
1356,b1588,2021 Dodge Charger Scat Pack,45900,19350
1357,b1589,2022 Genesis GV80 2.5T,51900,9595
1358,b1590,2023 RAM 1500 Limited,65900,4790
1359,b1591,2022 Chevrolet Tahoe High Country,69900,7943
1360,b1595,2019 Alfa Romeo Stelvio AWD,27690,29851
1361,b1596,2020 Hyundai Palisade SEL,31990,25094
1362,b1598,2022 GMC Acadia Denali,42490,7150
1363,b1600,2020 Chevrolet Spark LT,12998,32190
1364,b1603,2020 Chevrolet Equinox LS,17998,34384
1365,b1604,2019 MAZDA MAZDA3 Sedan,19498,35842
1366,b1605,2017 Honda Civic EX-T,19798,38509
1367,b1606,2017 Toyota Avalon Limited,22498,48534
1368,b1610,2022 Audi A4 2.0T Premium Plus,34998,9916
1369,b1613,2018 Porsche 718 Cayman S,61998,26681
1370,b1614,2019 BMW X4 xDrive30i,37990,36575
1371,b1615,2020 Jaguar I-PACE SE,41756,13126
1372,b1616,2020 Volvo S60 T5 Momentum,25990,14546
1373,b1617,2019 Volvo XC40 T5 Inscription,28490,39473
1374,b1619,2018 Volvo XC90 T6 Momentum,30990,26248
1375,b1620,2020 Volvo XC40 T4 Inscription,30990,12868
1376,b1621,2019 Volvo XC90 T6 Inscription,36990,36224
1377,b1622,2019 Volvo XC60 T8 R-Design,37990,24889
1378,b1676,2021 Honda Civic LX,20490,28598
1379,b1624,2021 Volkswagen Arteon SE,27995,15572
1380,b1625,2019 Cadillac XT4 Sport,27995,25701
1381,b1628,2020 Chevrolet Colorado LT,28995,24563
1382,b1629,2020 Volkswagen Atlas SEL,28995,28743
1383,b1630,2016 Ford Mustang GT Premium,29995,24093
1384,b1631,2019 Lexus GS 350 F Sport,32995,37739
1385,b1633,2018 BMW 740i,34555,41500
1386,b1634,2022 Chevrolet Silverado 1500 W/T,34995,5093
1387,b1636,2021 GMC Canyon AT4,35995,19151
1388,b1640,2022 Chevrolet Camaro ZL1,68590,2320
1389,b1642,2020 Audi S7 Premium Plus,64900,24136
1390,b1643,2021 Mercedes-Benz GLE 53 AMG 4MATIC,71000,19628
1391,b1644,2014 Porsche 911 Turbo,112500,21000
1392,b1646,2019 Toyota C-HR XLE,21520,30133
1393,b1652,2018 MAZDA CX-5 Touring,22499,33186
1394,b1653,2021 MAZDA CX-5 Sport,22562,29459
1395,b1654,2018 MAZDA CX-5 Grand Touring,22848,37890
1396,b1658,2021 Honda HR-V Sport,23632,19027
1397,b1659,2020 Volkswagen Tiguan SE,23852,14900
1398,b1662,2019 MAZDA CX-9 Touring,24666,36723
1399,b1663,2021 MAZDA MAZDA6 Sport,24754,15183
1400,b1671,2022 MAZDA CX-5 AWD 2.5 S,28172,9618
1401,b1672,2019 BMW X2 xDrive28i,29993,23729
1402,b1674,2019 Chevrolet Malibu RS,17900,55296
1403,b1678,2021 Honda HR-V LX,22490,19430
1404,b1679,2021 Chevrolet Colorado LT,22900,19255
1405,b1683,2022 Honda HR-V Sport,23900,11280
1406,b1689,2022 Honda Civic EX,25900,12760
1407,b1694,2023 Honda HR-V LX,26490,3415
1408,b1695,2023 Honda HR-V Sport,26900,7200
